12141501	4	0
12141502	4	0
12141503	4	0
12141504	4	0
12141505	4	0
12141506	4	0
12141507	4	0
12141508	4	0
12141509	4	0
12141510	4	0
12141511	4	0
12141512	4	0
12141513	4	0
12141514	4	0
12141515	4	0
12141516	4	0
12141517	4	0
12141518	4	0
12141519	4	0
12141520	4	0
12141521	4	0
12141522	4	0
12141523	4	0
12141524	4	0
12141525	4	0
12141526	4	0
12141527	4	0
12141528	4	0
12141529	4	0
12141530	4	0
12141666	4	0
12141666	4	0
12141693	4	0
12151601	4	0
12151602	4	0
12151603	4	0
12151604	4	0
12151605	4	0
12151606	4	0
12151607	4	0
12151608	4	0
12151609	4	0
12151610	4	0
12151611	4	0
12151612	4	0
12151613	4	0
12151614	4	0
12151615	4	0
12151616	4	0
12151617	4	0
12151618	4	0
12151619	4	0
12151620	4	0
12151621	4	0
12151622	4	0
12151623	4	0
12151624	4	0
12151625	4	0
12151626	4	0
12151627	4	0
12151628	4	0
12151629	4	0
12151630	4	0
12161701	4	0
12161702	4	0
12161703	4	0
12161704	4	0
12161705	4	0
12161706	4	0
12161707	4	0
12161708	4	0
12161709	4	0
12161710	4	0
12161711	4	0
12161712	4	0
12161713	4	0
12161714	4	0
12161715	4	0
12161716	4	0
12161717	4	0
12161718	4	0
12161719	4	0
12161720	4	0
12161721	4	0
12161722	4	0
12161723	4	0
12161724	4	0
12161725	4	0
12161726	4	0
12161727	4	0
12161728	4	0
12161729	4	0
12161730	4	0
12161763	4	0
12161781	4	0
12161806	4	0
12171801	4	0
12171802	4	0
12171803	4	0
12171804	4	0
12171805	4	0
12171806	4	0
12171807	4	0
12171808	4	0
12171809	4	0
12171810	4	0
12171811	4	0
12171812	4	0
12171813	4	0
12171814	4	0
12171815	4	0
12171816	4	0
12171817	4	0
12171818	4	0
12171819	4	0
12171820	4	0
12171821	4	0
12171822	4	0
12171823	4	0
12171824	4	0
12171825	4	0
12171826	4	0
12171827	4	0
12171828	4	0
12171829	4	0
12171830	4	0
12181901	4	0
12181902	4	0
12181903	4	0
12181904	4	0
12181905	4	0
12181906	4	0
12181907	4	0
12181908	4	0
12181909	4	0
12181910	4	0
12181911	4	0
12181912	4	0
12181913	4	0
12181914	4	0
12181915	4	0
12181916	4	0
12181917	4	0
12181918	4	0
12181919	4	0
12181920	4	0
12181921	4	0
12181922	4	0
12181923	4	0
12181924	4	0
12181925	4	0
12181926	4	0
12181927	4	0
12181928	4	0
12181929	4	0
12181930	4	0
12141501	5	0
12141502	5	0
12141503	5	0
12141504	5	0
12141505	5	0
12141506	5	0
12141507	5	0
12141508	5	0
12141509	5	0
12141510	5	0
12141511	5	0
12141512	5	0
12141513	5	0
12141514	5	0
12141515	5	0
12141516	5	0
12141517	5	0
12141518	5	0
12141519	5	0
12141520	5	0
12141521	5	0
12141522	5	0
12141523	5	0
12141524	5	0
12141525	5	0
12141526	5	0
12141527	5	0
12141528	5	0
12141529	5	0
12141530	5	0
12141666	5	0
12141666	5	0
12141693	5	0
12151601	5	0
12151602	5	0
12151603	5	0
12151604	5	0
12151605	5	0
12151606	5	0
12151607	5	0
12151608	5	0
12151609	5	0
12151610	5	0
12151611	5	0
12151612	5	0
12151613	5	0
12151614	5	0
12151615	5	0
12151616	5	0
12151617	5	0
12151618	5	0
12151619	5	0
12151620	5	0
12151621	5	0
12151622	5	0
12151623	5	0
12151624	5	0
12151625	5	0
12151626	5	0
12151627	5	0
12151628	5	0
12151629	5	0
12151630	5	0
12161701	5	0
12161702	5	0
12161703	5	0
12161704	5	0
12161705	5	0
12161706	5	0
12161707	5	0
12161708	5	0
12161709	5	0
12161710	5	0
12161711	5	0
12161712	5	0
12161713	5	0
12161714	5	0
12161715	5	0
12161716	5	0
12161717	5	0
12161718	5	0
12161719	5	0
12161720	5	0
12161721	5	0
12161722	5	0
12161723	5	0
12161724	5	0
12161725	5	0
12161726	5	0
12161727	5	0
12161728	5	0
12161729	5	0
12161730	5	0
12161763	5	0
12161781	5	0
12161806	5	0
12171801	5	0
12171802	5	0
12171803	5	0
12171804	5	0
12171805	5	0
12171806	5	0
12171807	5	0
12171808	5	0
12171809	5	0
12171810	5	0
12171811	5	0
12171812	5	0
12171813	5	0
